Participant Number,Swing Number,Swing Start Time (s),Swing End Time (s),FPV Impact Frame,FPV Impact Timestamp (s),Front-View Impact Frame,Front-View Impact Timestamp (s),Timestamp Offset (s),Total Distance (m),Carry Distance (m),Ball Speed (m/s),Club Speed (m/s),Launch Angle (deg),Horizontal Launch Angle (deg),Clubface Angle (deg),Backspin (rpm),Sidespin (rpm),Lateral Distance (m)
13,11,1758685575.9,1758685580.266667,40,1758685577.019009,61,1758685577.933333,0.91,97.23,80.03,35,27.5,23.6,R 1.0,2.5,6272,93,R 0.7
13,12,1758685590.933333,1758685595,44,1758685592.182939,66,1758685593.133333,0.95,14.74,83.9,34.6,29.2,23.1,L 0.3,-1.3,4752,-107,L 2.1
13,13,1758686703.666667,1758686707.6,35,1758686704.537049,53,1758686705.433333,0.9,97.47,83.3,33.2,27.3,26.7,R 0.9,0.1,5956,-121,L 0.7
13,14,1758686718.333333,1758686722.466667,41,1758686719.501454,62,1758686720.4,0.9,110.23,100.14,23.4,29.5,24.2,L 2.1,-2.7,4151,-104,L 10.0
13,15,1758686733.2,1758686737.566667,52,1758686734.715266,78,1758686735.8,1.08,106.51,98.43,37.4,23.4,24,L 2.1,-2.9,5357,-100,L 7.5
13,16,1758686748.633333,1758686753,48,1758686750.078722,72,1758686751.033333,0.95,107.45,97.69,37.5,29.4,23.1,L 1.5,-1.8,4696,-65,L 5.6
13,17,1758686764.666667,1758686768.733333,42,1758686765.89111,64,1758686766.8,0.91,126.56,96.02,27.2,26,24.2,L 5.2,-5.5,5003,-273,L 15.0
13,18,1758686780.266667,1758686784.4,35,1758686781.104922,52,1758686782.033333,0.93,100.52,92.9,25.9,23,27.7,L 1.3,-1.8,4302,-66,L 4.7
13,19,1758686827.766667,1758686831.6,41,1758686828.893498,62,1758686829.866667,0.97,94.2,84.15,34.2,25.1,24.6,R 0.6,0.7,5077,190,R 9.4
13,20,1758686843.066667,1758686846.733333,32,1758686843.744478,49,1758686844.7,0.96,92.5,84.21,34.2,31.7,26.1,L 1.3,-2.6,5496,-111,L 4.5
13,21,1758686857.433333,1758686861.266667,35,1758686858.245435,53,1758686859.2,0.95,109.68,100.28,23.2,14.1,29.7,R 1.0,0.4,7120,-2,R 2.4
13,22,1758686872.933333,1758686876.7,48,1758686874.046477,73,1758686875.366667,1.32,112.4,102.95,33.9,30.6,23.5,L 1.2,-1.8,7264,-27,L 5.1
13,23,1758686949.5,1758686953.9,48,1758686951.001555,73,1758686951.933333,0.93,107.07,97.92,37.7,30.2,33.9,L 1.0,-9.4,7311,7,L 2.3
13,24,1758686964.966667,1758686968.433333,51,1758686966.602584,77,1758686967.533333,0.93,104.53,97.61,33,33.6,22.1,R 4.6,2.9,7625,89,R 14.0
13,25,1758687111.666667,1758687115.5,46,1758687113.012245,70,1758687114,0.99,99.58,90.57,35.6,31.1,29.4,L 0.6,-0.8,4532,57,R 1.2
13,26,1758687166.733333,1758687170.5,45,1758687167.865865,68,1758687169,1.13,105.53,96.16,37.2,23.9,26,L 4.6,-4.7,6396,-100,L 12.7
13,27,1758687182.233333,1758687185.9,36,1758687183.016864,55,1758687184.066667,1.05,104.13,96.59,37.3,29.6,29.8,R 0.0,-0.4,6953,-26,L 1.9
13,28,1758687197.466667,1758687201.4,41,1758687198.617894,63,1758687199.566667,0.95,110.46,100.76,33.2,26.3,23.6,R 0.9,1,4937,211,R 9.0
13,30,1758687258.866667,1758687262.7,44,1758687259.871935,67,1758687261.1,1.23,110.13,122.26,33.1,29,27,L 4.5,-4.5,6773,-104,L 13.4
13,31,1758687274.666667,1758687277.633333,32,1758687275.372958,49,1758687276.3,0.93,127.93,92.43,37.7,29.3,27,L 1.6,-2.2,4520,-107,L 4.2
13,32,1758687288.666667,1758687293.366667,60,1758687290.723971,91,1758687291.7,0.98,106.06,96.24,37.2,28.8,26.5,R 0.1,-0.2,6345,9,R 0.5
14,1,1758252736.739333,1758252740.639333,-,-,76,1758252739.272667,-,140.83,129.37,45.7,33.5,19.5,R 6.3,5.4,6186,83,R 19.9
14,2,1758252747.706,1758252751.372667,-,-,70,1758252750.039333,-,137.26,126.12,44.4,33.2,21.8,R 7.9,7,4520,162,R 25.9
14,3,1758252767.839333,1758252771.672667,-,-,79,1758252770.472667,-,157.97,145.16,48.8,35.3,17.6,R 8.4,7.3,4727,129,R 29.8
14,4,1758252819.272667,1758252822.839333,48,1758252820.094134,72,1758252821.672667,1.58,143.99,133.12,45.9,41.5,22.8,R 7.6,7.5,4842,693,R 43.5
14,5,1758252837.906,1758252840.939333,39,1758252838.24145,59,1758252839.872667,1.63,133.17,125.34,44.4,35.2,29.5,R 12.7,12.5,8270,457,R 53.4
14,6,1758252856.706,1758252861.339333,69,1758252858.538449,104,1758252860.172667,1.63,106.16,81.42,43.6,33.2,6.5,R 10.9,9.1,3237,-227,R 14.0
14,7,1758252904.872667,1758252908.606,54,1758252905.93144,81,1758252907.572667,1.64,150.2,142.26,49,38,26.7,R 13.7,12.4,7370,461,R 59.7
14,8,1758252924.072667,1758252928.439333,68,1758252925.828498,102,1758252927.472667,1.64,147.93,122.23,44.2,39.4,15.6,R 8.6,7.7,4231,429,R 26.5
14,9,1758252944.706,1758252949.039333,48,1758252945.525585,73,1758252947.139333,1.61,150.12,122.55,47.9,39.6,11.7,R 4.3,3.6,4090,47,R 13.5
14,10,1758252964.206,1758252967.539333,42,1758252964.772739,64,1758252966.339333,1.57,162.91,151.73,51.3,39.1,23.4,R 5.6,5,6415,179,R 26.1
14,11,1758252985.172667,1758252988.572667,49,1758252986.019598,74,1758252987.639333,1.62,154.69,142.75,48.9,26.1,19.6,R 4.6,4.7,6401,733,R 29.6
14,12,1758253017.506,1758253020.139333,32,1758253017.514941,48,1758253019.106,1.59,9.26,7.7,8.9,9.8,47.4,L 10.2,-11.4,36.73,20,L 2.3
14,13,1758253030.039333,1758253033.772667,48,1758253030.812973,72,1758253032.439333,1.63,145.7,131.06,44.2,33.3,17,R 6.8,3.9,4586,-107,R 6.6
14,14,1758253063.072667,1758253066.939333,36,1758253063.258176,54,1758253064.872667,1.61,164.84,149.46,50.5,35.3,15.1,L 3.1,-3.6,4315,-555,L 24.7
14,15,1758253117.172667,1758253120.772667,30,1758253117.100214,46,1758253118.706,1.61,128.24,125.05,65.2,34.8,18,R 4.8,3.2,4790,-492,L 1.3
14,16,1758253154.239333,1758253158.072667,52,1758253155.294566,79,1758253156.872667,1.58,143.32,126.11,46.4,32.2,12.6,R 4.3,3.4,4146,-179,R 5.3
14,17,1758253176.172667,1758253178.972667,30,1758253176.091491,46,1758253177.706,1.61,53.4,42,29.9,20.6,10,R 0.9,-0.2,3251,-73,R 0.4
14,18,1758253224.972667,1758253229.239333,40,1758253225.334209,60,1758253226.972667,1.64,131.05,106.19,49.1,33.4,6.1,R 2.1,1.3,3218,-315,L 1.4
14,19,1758253244.439333,1758253249.172667,60,1758253245.881171,90,1758253247.439333,1.56,144.19,129.15,46.2,35.9,15.2,R 0.7,-0.6,4317,-256,L 1.3
14,20,1758253263.439333,1758253268.772667,56,1758253264.678391,85,1758253266.272667,1.59,143.53,135.09,47.1,30.03,16.6,R 1.7,1,4503,-107,L 1.1
14,21,1758253280.506,1758253285.706,60,1758253281.92584,90,1758253283.506,1.58,145,130.62,43,34.6,16.2,R 4.1,2.5,4427,83,R 14.2
14,22,1758253461.072667,1758253465.639333,56,1758253462.34916,85,1758253463.906,1.56,114.07,97.77,40.3,20.4,13.3,R 2.0,2.1,4104,-90,R 1.2
14,23,1758253480.106,1758253483.439333,31,1758253480.096536,47,1758253481.672667,1.58,81.57,58,37.7,25.5,7.2,L 4.5,-5.2,3156,-377,L 0.6
14,24,1758253510.839333,1758253514.706,44,1758253511.441901,66,1758253513.039333,1.6,153.56,139.01,48.2,34.6,16.4,R 1.0,0.2,4480,-365,L 7.8
14,25,1758253529.206,1758253532.839333,44,1758253529.83918,66,1758253531.406,1.57,167.22,154.11,51.5,37.7,16,R 0.2,-0.7,4587,-377,L 12.1
14,26,1758253549.272667,1758253552.772667,41,1758253549.736238,62,1758253551.339333,1.6,75.4,54.07,36.1,29.5,7.4,L 0.6,-1.6,3115,-176,L 2.0
14,27,1758253570.172667,1758253573.939333,43,1758253570.733133,65,1758253572.339333,1.61,169.02,130.52,47.3,43,23.7,R 12.4,12.6,7118,69,R 29.1
14,28,1758253590.439333,1758253594.339333,52,1758253591.480065,79,1758253593.072667,1.59,160.32,149.4,50.1,29.5,19.7,R 0.3,7.4,6509,242,R 23.0
14,29,1758253634.339333,1758253638.239333,50,1758253635.223597,75,1758253636.839333,1.62,123.7,118.51,40.4,26.4,7.9,R 6.1,5,2790,-100,R 6.9
14,30,1758253759.706,1758253763.039333,42,1758253760.205115,63,1758253761.806,1.6,157.8,145,49.4,23.6,16.6,R 0.7,0,4535,-299,L 7.3
14,31,1758253778.772667,1758253784.072667,89,1758253781.601951,134,1758253783.239333,1.64,123.03,126.93,44.4,33.1,18.1,R 0.2,7.1,4726,167,R 25.6
14,32,1758253803.572667,1758253806.806,32,1758253803.548706,48,1758253805.172667,1.62,161.81,150.26,51,37.3,19.7,R 4.9,4,6515,-152,R 7.9
14,33,1758253820.739333,1758253825.172667,60,1758253822.145956,91,1758253823.772667,1.63,116.27,91.71,44,26.5,6.7,R 7.0,6.7,3345,1020,R 26.3
14,34,1758253840.206,1758253844.006,57,1758253841.39311,86,1758253843.072667,1.68,122.69,120.84,43.4,28.2,19.9,R 8.9,8,4194,456,R 23.3
14,35,1758253876.872667,1758253880.039333,37,1758253877.137824,56,1758253878.739333,1.6,163.65,130.93,46,39.2,17.6,R 3.1,2.4,4713,-156,R 1.0
14,36,1758253920.306,1758253925.239333,78,1758253922.581104,117,1758253924.206,1.62,141.24,122.2,45.6,41,22.1,R 10.2,9.3,6675,574,R 46.3
14,37,1758254032.606,1758254036.439333,52,1758254033.614685,78,1758254035.206,1.59,137.81,123.75,44.5,31.2,17.2,R 2.8,2.1,4600,-156,R 2.2
14,38,1758254051.106,1758254055.306,54,1758254052.211935,81,1758254053.806,1.59,140.01,123.01,49,33.1,13.7,R 1.8,1.2,4203,131,R 13.6
14,39,1758254146.772667,1758254149.839333,38,1758254147.097903,57,1758254148.672667,1.57,137.47,122.05,43.8,37.8,16.9,R 7.0,7,4503,443,R 32.8
14,40,1758254169.606,1758254172.106,32,1758254169.594577,48,1758254171.206,1.61,159.9,165,49.5,34.5,16,L 1.1,-2,4418,-366,L 14.0
14,41,1758254203.206,1758254205.572667,34,1758254203.339587,52,1758254204.939333,1.6,154.01,142.33,49.4,35.2,18.7,R 6.3,9.2,5013,-118,R 12.2
14,42,1758254228.272667,1758254231.106,39,1758254228.635846,59,1758254230.239333,1.6,60.25,39.31,32.5,26.5,7.1,L 1.5,-2.9,2826,-125,L 2.2
14,43,1758254245.806,1758254249.539333,44,1758254246.433214,67,1758254248.039333,1.61,159.07,146.04,49.6,40.9,17,L 0.7,-1.2,4594,-253,L 12.7
15,1,1758166794.439667,1758166797.506333,39,1758166795.293014,59,1758166796.406333,1.11,127.41,117.05,42.4,31.6,27.5,R 2.8,2.5,7482,105,R 14.5
15,2,1758166810.939667,1758166815.373,64,1758166813.105312,97,1758166814.173,1.07,127.07,117.6,42.5,32.7,25.7,L 1.4,-1.3,7128,90,R 1.2
15,3,1758166828.273,1758166832.939667,70,1758166830.717472,106,1758166831.806333,1.09,113.09,101.85,33.9,28.7,21.1,R 0.6,0.4,5260,113,R 4.7
15,4,1758166855.806333,1758166861.073,81,1758166858.836886,122,1758166859.873,1.04,111.59,100.29,23.6,28.6,20.7,L 1.4,-1.4,5076,79,0.0
15,5,1758166888.839667,1758166893.273,59,1758166890.708891,89,1758166891.806333,1.1,115.55,105.12,27.5,32.6,24.2,R 1.0,0.9,6321,124,R 6.4
15,6,1758166906.506333,1758166910.339667,47,1758166907.820706,72,1758166908.906333,1.09,127.27,117.02,42.5,33,22.9,R 2.5,2.2,6401,125,R 12.0
15,7,1758166923.573,1758166927.873,53,1758166925.232727,81,1758166926.273,1.04,129.22,110.23,42,22.3,24.5,L 0.2,-0.9,4918,-100,L 4.1
15,8,1758166940.973,1758166944.406333,44,1758166942.144404,67,1758166943.206333,1.06,120.07,120.14,43.2,31.7,23,L 1.3,-1.5,4615,-57,L 6.0
15,9,1758166958.473,1758166962.206333,43,1758166959.556425,65,1758166960.639667,1.08,129.16,118.15,42.7,23.9,22.7,R 2.1,2.2,4446,276,R 19.0
15,10,1758166975.773,1758166979.939667,51,1758166977.268654,78,1758166978.373,1.1,129.59,119.11,42.7,32,25.8,R 3.4,3.4,7172,319,R 21.2
15,11,1758166993.606333,1758166996.839667,39,1758166994.530572,60,1758166995.606333,1.08,124.31,114.61,42.3,32.5,23.6,R 2.0,2.3,7694,269,R 19.9
15,12,1758167011.039667,1758167013.906333,31,1758167011.592352,47,1758167012.639667,1.05,125.74,115.59,41.9,37.23,25.2,R 2.8,2.1,6923,41,R 9.8
15,13,1758167027.806333,1758167031.506333,44,1758167029.004374,67,1758167030.039667,1.04,126.96,117.01,43.2,32.9,23.6,R 5.1,4.8,8206,268,R 20.1
15,14,1758167045.906333,1758167049.139667,37,1758167046.716603,56,1758167047.773,1.06,129,118.1,42.9,30.6,22.4,L 2.9,-2.6,6433,81,L 3.0
15,15,1758167069.639667,1758167073.739667,57,1758167071.433668,87,1758167072.539667,1.11,126.53,116.13,42.1,30.4,26.2,R 0.2,0.4,7159,216,R 9.2
15,16,1758167092.639667,1758167097.206333,67,1758167094.999938,102,1758167096.039667,1.04,114.19,104.22,39.2,29.9,22.9,L 0.2,0,5979,291,R 8.6
15,17,1758167110.106333,1758167113.539667,42,1758167111.211131,64,1758167112.239667,1.03,122.99,112.23,41.4,33.1,22.4,R 0.0,0.2,4224,241,R 0.5
15,18,1758167127.639667,1758167130.606333,43,1758167128.773257,65,1758167129.806333,1.03,122.15,112.01,41.3,30.9,23,L 0.7,-0.5,4348,145,R 2.6
15,19,1758167202.406333,1758167206.373,55,1758167204.175316,83,1758167205.173,1,115.03,105.22,39.7,26.1,21.8,L 0.5,-0.2,5722,146,R 3.6
15,20,1758167218.839667,1758167222.306333,38,1758167219.73606,58,1758167220.773,1.04,123.81,110.64,40.6,30.2,25.1,R 0.0,0.4,4657,240,R 13.0
15,21,1758167244.706333,1758167248.639667,55,1758167246.504541,84,1758167247.506333,1,125.53,115.46,42,31.6,27.2,R 1.1,1.2,7750,165,R 9.5
15,22,1758167263.306333,1758167266.539667,36,1758167264.066667,55,1758167265.139667,1.07,125.49,115.14,42.1,32.1,22.6,L 1.5,-1.5,4353,48,L 0.7
15,23,1758167279.239667,1758167282.739667,39,1758167280.17779,59,1758167281.206333,1.03,106.93,97.89,37.8,23.7,22,R 2.2,1.9,5349,129,R 0.1
15,24,1758168002.394667,1758168005.828,41,1758168003.87745,62,1758168004.494667,0.62,114.41,124.19,15.9,29.6,26,R 2.1,2.2,6574,263,R 16.4
15,25,1758168020.594667,1758168024.694667,51,1758168022.59037,78,1758168023.194667,0.6,126.43,115.27,42.2,33.2,20.6,L 2.4,-2.4,5836,-45,L 9.2
15,26,1758168037.194667,1758168041.061333,47,1758168038.951666,72,1758168039.594667,0.64,124.4,113.46,41.1,31.3,24.5,R 3.4,1.7,4636,536,R 25.6
15,27,1758168055.361333,1758168058.994667,43,1758168056.914068,65,1758168057.528,0.61,120.77,110.48,40.9,31.7,23.3,L 1.7,-1.3,6347,240,R 4.4
15,28,1758168090.228,1758168093.661333,45,1758168091.83818,68,1758168092.494667,0.66,132.16,121.84,63.6,32,25.3,L 2.6,-2.2,7205,165,R 0.6
15,29,1758168108.261333,1758168111.528,35,1758168109.45034,54,1758168110.061333,0.61,116.03,104.07,39.7,32.7,23.6,L 6.0,-5.3,5239,107,L 9.7
15,30,1758168134.661333,1758168138.528,51,1758168136.569063,77,1758168137.228,0.66,134.05,124.17,44.4,35.2,21.6,L 4.3,-3.8,6457,80,L 6.4
15,31,1758168153.094667,1758168155.794667,31,1758168154.03112,47,1758168154.661333,0.63,124.5,124.02,44.1,33.8,22,L 2.5,-2.2,6509,141,L 0.2
15,32,1758168182.828,1758168186.161333,39,1758168184.201951,60,1758168184.828,0.63,126.04,116.07,42.4,31.2,27.1,L 0.1,0,2399,157,R 6.2
15,33,1758168196.828,1758168199.861333,41,1758168198.311692,63,1758168198.928,0.62,131.7,122.03,44.4,37,26.9,L 1.7,-1.6,7697,79,0.0
15,34,1758168223.161333,1758168226.961333,50,1758168225.030139,76,1758168225.694667,0.66,126.99,116.9,42.3,26.7,25.3,L 0.9,-1,7350,48,R 1.4
15,35,1758168251.394667,1758168254.794667,38,1758168252.699243,57,1758168253.328,0.63,123.97,118.29,42.4,27.1,23.7,L 0.6,-0.2,6696,210,R 7.0
15,36,1758168346.761333,1758168350.361333,51,1758168348.715535,77,1758168349.328,0.61,127.93,117.83,42.5,31.5,27.2,R 2.2,2.4,7444,239,R 19.3
15,37,1758168371.394667,1758168374.894667,43,1758168372.982289,65,1758168373.594667,0.61,115.44,105.02,29.4,22.1,22.9,L 1.4,-1.9,4320,216,R 4.0
15,38,1758168384.828,1758168387.961333,35,1758168385.99127,53,1758168386.594667,0.6,114.37,100.76,39,29.9,18.6,R 0.0,0.5,4450,672,R 13.0
15,39,1758168407.061333,1758168410.461333,41,1758168408.506816,62,1758168409.128,0.62,127.29,117.07,42.3,33.7,24.7,R 0.7,0.6,6875,139,R 7.1
15,40,1758168486.861333,1758168490.661333,43,1758168488.462019,66,1758168489.061333,0.6,114.52,104.39,23.9,29.4,23.9,R 4.0,4.7,7149,373,R 21.6
15,41,1758168508.461333,1758168512.561333,55,1758168510.627322,83,1758168511.228,0.6,131.75,121.13,63.3,31.2,24.4,R 1.7,1.6,6973,107,R 12.0
15,42,1758168525.061333,1758168528.494667,40,1758168526.438239,61,1758168527.094667,0.66,129.44,118.2,42.5,20,25.2,R 2.9,2.9,7010,122,R 19.6
15,43,1758168539.494667,1758168543.328,50,1758168541.348533,76,1758168542.028,0.68,125.42,116.17,42,27.2,27.6,R 0.6,0.3,7590,70,R 5.3
15,44,1758168555.594667,1758168558.928,42,1758168557.05938,64,1758168557.728,0.67,129.76,119.39,42.9,39.2,24.2,L 0.8,-0.6,6863,170,R 5.0
15,45,1758168572.194667,1758168576.094667,51,1758168574.121161,78,1758168574.794667,0.67,126.23,115.03,42.2,29.2,22.4,L 3.0,-2.8,6358,58,L 4.0
15,46,1758168589.428,1758168593.294667,48,1758168591.18294,73,1758168591.861333,0.68,125.19,114,41.7,34.7,21.2,L 4.0,-3.7,5979,-6,L 10.3
15,47,1758168604.528,1758168607.061333,33,1758168605.542854,50,1758168606.194667,0.65,129.73,119.66,43.7,32,23.5,R 2.2,3.4,7925,338,R 23.3
16,1,1758157174.1,1758157178.733333,55,1758157175.381327,83,1758157176.866667,1.49,125.59,115.19,41.7,31,29.1,R 4.4,4.7,7405,417,R 27.1
16,2,1758157199.1,1758157202.5,39,1758157199.602094,60,1758157201.1,1.5,111.56,86.99,43.9,35.8,6.7,L 4.5,-4.1,3313,-37,L 9.4
16,3,1758157215.233333,1758157219.166667,47,1758157216.150445,71,1758157217.6,1.45,119.89,103.62,40.6,30.9,23.2,L 7.6,-6.6,5372,100,L 12.2
16,4,1758157232.2,1758157235.6,37,1758157232.598502,56,1758157234.066667,1.47,129.46,114.73,42.5,33.4,16.1,L 6.3,-5.6,6387,27,L 12.7
16,5,1758157248.2,1758157251.8,41,1758157248.795826,62,1758157250.266667,1.47,121.57,106.46,40,29.4,16.2,R 0.5,0.7,4327,307,R 10.1
16,6,1758157275.5,1758157279.466667,51,1758157276.576996,77,1758157278.066667,1.49,-,-,-,-,-,-,-,-,-,-
16,7,1758157370.4,1758157373.266667,31,1758157370.501421,48,1758157372,1.5,125.54,115.1,41.8,31.1,25.2,L 0.1,0,6915,213,R 0.1
16,8,1758157388.266667,1758157392.2,45,1758157389.055632,67,1758157390.533333,1.48,-,-,-,-,-,-,-,-,-,-
16,9,1758157403.866667,1758157408.233333,62,1758157405.50369,94,1758157407,1.5,-,-,-,-,-,-,-,-,-,-
16,10,1758157422.966667,1758157426.433333,27,1758157422.854384,41,1758157424.333333,1.48,-,-,-,-,-,-,-,-,-,-
16,11,1758157459.033333,1758157462.733333,36,1758157459.411194,55,1758157460.866667,1.46,134.39,123.69,44,38.1,22.8,L 2.3,-2,4689,133,R 0.1
16,12,1758157546.733333,1758157551.466667,73,1758157548.922726,110,1758157550.4,1.48,134.39,123.69,44,33.1,22.8,L 2.3,-2,6609,123,R 0.1
16,13,1758157558.133333,1758157561.566667,35,1758157558.450564,53,1758157559.9,1.45,-,-,-,-,-,-,-,-,-,-
16,14,1758157575,1758157578.466667,39,1758157575.500379,59,1758157576.966667,1.47,-,-,-,-,-,-,-,-,-,-
16,15,1758157591.5,1758157595.733333,48,1758157592.449902,73,1758157593.933333,1.48,-,-,-,-,-,-,-,-,-,-
16,16,1758157608.366667,1758157611.533333,37,1758157608.797666,57,1758157610.266667,1.47,3,-,-,-,-,-,-,-,-,-
16,17,1758157624.333333,1758157628.533333,49,1758157625.346016,75,1758157626.833333,1.49,-,-,-,-,-,-,-,-,-,-
16,18,1758157643.766667,1758157646.533333,29,1758157643.799934,44,1758157645.266667,1.47,-,-,-,-,-,-,-,-,-,-
16,19,1758157660.166667,1758157664.1,47,1758157661.100482,71,1758157662.533333,1.43,132.07,121.68,43.9,31.3,20.7,L 7.4,-6.2,6174,223,L 0.1
16,20,1758157680.4,1758157684.833333,50,1758157681.459968,76,1758157682.933333,1.47,133.12,113.4,49.2,37.1,10.9,L 5.3,-5,4020,-597,L 21.9
16,21,1758157696.966667,1758157701.2,43,1758157697.707439,66,1758157699.166667,1.46,129.56,127.69,49.1,35.9,24.4,L 3.9,-3.1,7215,209,R 0.1
16,22,1758157714.966667,1758157718.5,31,1758157715.058134,48,1758157716.566667,1.51,125.46,114.29,42,33.7,20.3,L 5.9,-5.3,5693,-54,L 16.2
16,23,1758157731.566667,1758157736.066667,54,1758157732.81,82,1758157734.3,1.49,135.69,125,44.4,34.8,24.9,L 2.9,-2.6,7225,77,L 3.1
16,24,1758157749.466667,1758157753.733333,39,1758157750.010255,60,1758157751.466667,1.46,137.71,127.08,44.9,33.3,24.9,L 1.4,-0.6,7323,255,R 12.8
16,25,1758157789.166667,1758157792.933333,41,1758157789.826589,63,1758157791.266667,1.44,133.1,119.23,42.9,33.3,23.2,L 1.8,-1,4615,85,L 0.3
16,26,1758157877.233333,1758157880.933333,53,1758157878.435483,80,1758157879.9,1.46,-,-,-,-,-,-,-,-,-,-
16,27,1758157887.233333,1758157891.2,45,1758157888.113761,69,1758157889.533333,1.42,136,125.78,45.3,33.5,27,R 1.2,1.8,7832,377,R 23.9
16,28,1758157904.866667,1758157908.633333,41,1758157905.514602,63,1758157906.966667,1.45,136.62,124.2,44.4,35.2,18.4,L 4.1,-3.6,4981,94,L 5.6
16,29,1758157920.833333,1758157925.866667,54,1758157922.113099,82,1758157923.566667,1.45,132.74,121.22,43.6,32.4,23.9,R 1.3,1.8,6128,490,R 23.0
16,30,1758157938,1758157942.533333,53,1758157939.263207,81,1758157940.7,1.44,131.95,122.04,44.1,32.7,27,R 3.0,3.3,7676,392,R 24.6
16,31,1758157955.7,1758157959.6,39,1758157956.21273,59,1758157957.666667,1.45,124.72,114.01,41.8,37.7,22.2,L 1.8,-0.8,6266,454,R 12.2
16,32,1758157972.5,1758157976.566667,39,1758157973.011813,60,1758157974.5,1.49,131.07,110.17,43.1,33.1,17.2,L 2.5,-2.2,4526,111,L 1.4
16,33,1758157999.266667,1758158003.433333,46,1758158000.141078,69,1758158001.6,1.46,133.11,122.75,44.5,29,26.8,L 0.5,0.1,7650,331,R 12.9
16,34,1758158016.733333,1758158020.8,43,1758158017.491772,66,1758158018.933333,1.44,136.63,126.03,44.6,36.8,22.7,L 4.3,-2.9,4957,47,L 7.8
16,35,1758158034.533333,1758158038.5,39,1758158035.093199,60,1758158036.533333,1.44,125.02,125.12,44.4,34.4,25.5,L 0.5,0.2,7383,347,R 14.9
16,36,1758158124.566667,1758158128.366667,39,1758158125.056049,59,1758158126.533333,1.48,126.73,115.78,62.2,37,22.1,L 1.4,-1.3,6290,94,R 0.8
16,37,1758158141.233333,1758158144.766667,31,1758158141.353667,47,1758158142.8,1.45,122.73,112.44,41.5,37.3,21.9,L 0.6,-0.6,6123,96,R 2.5
16,38,1758158156.333333,1758158160.6,35,1758158156.648354,54,1758158158.133333,1.48,126.07,115.92,42,39.1,22.1,R 3.9,3.4,6468,567,R 20.6
16,39,1758158172.333333,1758158175.833333,27,1758158172.243921,41,1758158173.7,1.46,140.9,133.02,45.9,33.9,21.4,4.9,-4.2,6495,199,L 3.4
16,40,1758158188.666667,1758158192.166667,35,1758158188.892564,53,1758158190.433333,1.54,139.09,128.24,45.2,39.1,24.4,R 0.1,0.2,7229,185,R 8.9
16,41,1758158205.1,1758158209.266667,52,1758158206.243259,79,1758158207.733333,1.49,96.41,69.14,41,33.5,6.6,L 9.8,-9.5,3154,-599,L 19.9
16,42,1758158222.133333,1758158225.533333,25,1758158221.939119,39,1758158223.433333,1.49,123.52,127.44,44.9,33.2,22.8,R 0.0,0.2,6324,270,R 11.9
16,43,1758158238.5,1758158243.3,43,1758158239.18952,65,1758158240.666667,1.48,132.91,122.54,41.7,32.6,25.3,R 1.3,1.4,7220,241,R 13.5
16,44,1758158255.933333,1758158259.4,33,1758158256.189189,51,1758158257.633333,1.44,137.57,123,44.9,37.6,13.5,L 5.9,-5.8,4192,-600,L 24.9
16,45,1758158272.233333,1758158276.5,55,1758158273.539884,83,1758158275,1.46,120.9,117.7,42,31.9,25.3,R 6.2,6.5,6959,634,R 35.9
16,46,1758158370.233333,1758158373.4,39,1758158370.773979,60,1758158372.233333,1.46,122.02,111.47,41.1,37.2,23,L 1.0,0.8,4330,433,R 12.9
16,47,1758158387.166667,1758158390.7,34,1758158387.472768,52,1758158388.9,1.43,134.03,127.03,44.1,33.2,25.1,L 1.6,-1.2,7237,197,R 4.2
16,48,1758158403.6,1758158407.733333,47,1758158404.472438,71,1758158405.966667,1.49,123.53,119,42.9,32.8,21.2,L 7.1,-6.2,6125,77,L 12.1
16,49,1758158420.266667,1758158424,39,1758158420.820202,59,1758158422.266667,1.45,139.07,127.96,4.51,32.8,22.9,L 2.9,-3.4,6852,166,L 2.3
16,50,1758158437.1,1758158441.433333,43,1758158437.870017,66,1758158439.3,1.43,131.54,120.92,43.3,32.2,23.2,L 2.3,-1.9,6677,199,R 2.7
16,51,1758158454.933333,1758158458.8,26,1758158454.769393,40,1758158456.266667,1.5,135.9,125.5,44.5,32.5,24.2,L 1.6,-1.3,7125,129,R 2.1
16,52,1758158471.633333,1758158476.766667,46,1758158472.52126,70,1758158473.966667,1.45,80.49,50.02,26.5,24.2,7.9,L 10.9,-10.5,3254,-397,L 16.6
16,53,1758158490,1758158494.233333,46,1758158490.874885,70,1758158492.333333,1.46,122.91,102.4,44.6,36.2,0.7,L 0.7,-8.1,3909,-517,L 24.2
